Date,Open,High,Low,Close,Volume,Adj Close
2017-05-22 00:00:00.005,18.1110748441,18.3388248285,17.5268466233,17.7545966077,13082735.0,17.7545966077
2017-05-23 00:00:00.005,17.7347922612,18.6061835058,17.7050857415,17.9922487653,18746688.0,17.9922487653
2017-05-24 00:00:00.005,17.427824891,17.5169444501,16.1900532368,17.388216198,16155968.0,17.388216198
2017-05-25 00:00:00.005,16.9921292687,18.2695096158,16.9822270955,18.2199987496,16192276.0,18.2199987496
2017-05-26 00:00:00.005,18.12,18.28,17.81,17.85,12760700.0,17.85
